file,year,subject,problem,risk_type,dependency,recommended_action
latex-project/content/split_analysis/analysis_2013.tex,2013,analysis,2,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2013.tex,2013,analysis,3,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2013.tex,2013,analysis,4,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2013.tex,2013,analysis,5,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2013.tex,2013,analysis,6,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2013.tex,2013,analysis,7,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2013.tex,2013,analysis,8,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2013.tex,2013,analysis,9,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2013.tex,2013,analysis,10,THEOREM_DEP+SOURCE_ALIGN_RISK,source,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2013.tex,2013,analysis,11,THEOREM_DEP+SOURCE_ALIGN_RISK,spectral theorem,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2013.tex,2013,analysis,12,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2014.tex,2014,analysis,1,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2014.tex,2014,analysis,2,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2014.tex,2014,analysis,3,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2014.tex,2014,analysis,4,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2014.tex,2014,analysis,5,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2014.tex,2014,analysis,6,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2014.tex,2014,analysis,7,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2014.tex,2014,analysis,8,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2014.tex,2014,analysis,9,STATEMENT_RISK+THEOREM_DEP,false,Keep original statement; add counterexample/missing-hypothesis note and prove corrected intended version.
latex-project/content/split_analysis/analysis_2014.tex,2014,analysis,10,THEOREM_DEP,Poincaré,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2014.tex,2014,analysis,11,THEOREM_DEP,maximum principle,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2014.tex,2014,analysis,12,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2015.tex,2015,analysis,1,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2015.tex,2015,analysis,2,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2015.tex,2015,analysis,3,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2015.tex,2015,analysis,4,THEOREM_DEP,maximum principle,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2015.tex,2015,analysis,5,THEOREM_DEP+SOURCE_ALIGN_RISK,"Fredholm, individual",Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2015.tex,2015,analysis,6,THEOREM_DEP,Sobolev embedding,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2015.tex,2015,analysis,7,STATEMENT_RISK+THEOREM_DEP,false,Keep original statement; add counterexample/missing-hypothesis note and prove corrected intended version.
latex-project/content/split_analysis/analysis_2015.tex,2015,analysis,8,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2015.tex,2015,analysis,9,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2015.tex,2015,analysis,10,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2015.tex,2015,analysis,11,STATEMENT_RISK+THEOREM_DEP,"Fredholm, false",Keep original statement; add counterexample/missing-hypothesis note and prove corrected intended version.
latex-project/content/split_analysis/analysis_2015.tex,2015,analysis,12,THEOREM_DEP,"Poincaré, source",Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2016.tex,2016,analysis,1,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2016.tex,2016,analysis,2,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2016.tex,2016,analysis,3,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2016.tex,2016,analysis,4,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2016.tex,2016,analysis,5,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2016.tex,2016,analysis,6,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2016.tex,2016,analysis,7,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2016.tex,2016,analysis,8,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2016.tex,2016,analysis,9,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2016.tex,2016,analysis,10,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2016.tex,2016,analysis,11,STATEMENT_RISK+THEOREM_DEP+SOURCE_ALIGN_RISK,false,Keep original statement; add counterexample/missing-hypothesis note and prove corrected intended version.
latex-project/content/split_analysis/analysis_2016.tex,2016,analysis,12,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2017.tex,2017,analysis,1,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2017.tex,2017,analysis,2,STATEMENT_RISK+THEOREM_DEP+SOURCE_ALIGN_RISK,counterexample,Keep original statement; add counterexample/missing-hypothesis note and prove corrected intended version.
latex-project/content/split_analysis/analysis_2017.tex,2017,analysis,3,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2017.tex,2017,analysis,4,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2017.tex,2017,analysis,5,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2017.tex,2017,analysis,6,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2017.tex,2017,analysis,7,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2017.tex,2017,analysis,8,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2017.tex,2017,analysis,9,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2017.tex,2017,analysis,10,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2017.tex,2017,analysis,11,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2017.tex,2017,analysis,12,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2018.tex,2018,analysis,1,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2018.tex,2018,analysis,2,STATEMENT_RISK+THEOREM_DEP+SOURCE_ALIGN_RISK,false,Keep original statement; add counterexample/missing-hypothesis note and prove corrected intended version.
latex-project/content/split_analysis/analysis_2018.tex,2018,analysis,3,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2018.tex,2018,analysis,4,STATEMENT_RISK+THEOREM_DEP+SOURCE_ALIGN_RISK,counterexample,Keep original statement; add counterexample/missing-hypothesis note and prove corrected intended version.
latex-project/content/split_analysis/analysis_2018.tex,2018,analysis,5,THEOREM_DEP+SOURCE_ALIGN_RISK,source,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2018.tex,2018,analysis,6,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2018.tex,2018,analysis,7,THEOREM_DEP+SOURCE_ALIGN_RISK,Borel-Cantelli,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2018.tex,2018,analysis,8,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2018.tex,2018,analysis,9,THEOREM_DEP+SOURCE_ALIGN_RISK,Hardy,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2018.tex,2018,analysis,10,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2018.tex,2018,analysis,11,THEOREM_DEP+SOURCE_ALIGN_RISK,Riemann Mapping,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2019.tex,2019,analysis,1,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2019.tex,2019,analysis,2,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2019.tex,2019,analysis,3,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2019.tex,2019,analysis,4,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2019.tex,2019,analysis,5,THEOREM_DEP,"Poincaré, Sobolev embedding",Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2019.tex,2019,analysis,6,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2019.tex,2019,analysis,7,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2019.tex,2019,analysis,8,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2019.tex,2019,analysis,9,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2019.tex,2019,analysis,10,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2020.tex,2020,analysis,1,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2020.tex,2020,analysis,2,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2020.tex,2020,analysis,3,THEOREM_DEP,Sobolev embedding,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2020.tex,2020,analysis,4,THEOREM_DEP,Uniformization,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2020.tex,2020,analysis,5,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2020.tex,2020,analysis,6,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2021.tex,2021,analysis,1,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2021.tex,2021,analysis,2,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2021.tex,2021,analysis,3,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2021.tex,2021,analysis,4,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2021.tex,2021,analysis,5,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2021.tex,2021,analysis,6,THEOREM_DEP,Poincaré,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2022.tex,2022,analysis,1,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2022.tex,2022,analysis,2,STATEMENT_RISK+THEOREM_DEP,false,Keep original statement; add counterexample/missing-hypothesis note and prove corrected intended version.
latex-project/content/split_analysis/analysis_2022.tex,2022,analysis,3,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2022.tex,2022,analysis,4,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2022.tex,2022,analysis,5,THEOREM_DEP,maximum principle,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2022.tex,2022,analysis,6,THEOREM_DEP,Poincaré,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2023.tex,2023,analysis,1,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2023.tex,2023,analysis,2,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2023.tex,2023,analysis,3,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2023.tex,2023,analysis,4,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2023.tex,2023,analysis,5,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2023.tex,2023,analysis,6,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_analysis/analysis_2024.tex,2024,analysis,1,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2024.tex,2024,analysis,2,THEOREM_DEP,Fredholm,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2024.tex,2024,analysis,3,THEOREM_DEP+SOURCE_ALIGN_RISK,individual,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2024.tex,2024,analysis,4,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2024.tex,2024,analysis,5,THEOREM_DEP,Bobylev,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2025.tex,2025,analysis,1,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2025.tex,2025,analysis,2,THEOREM_DEP,Hardy,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2025.tex,2025,analysis,3,THEOREM_DEP,maximum principle,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2025.tex,2025,analysis,4,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2025.tex,2025,analysis,5,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2025.tex,2025,analysis,6,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2026.tex,2026,analysis,1,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2026.tex,2026,analysis,2,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_analysis/analysis_2026.tex,2026,analysis,3,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2026.tex,2026,analysis,4,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_analysis/analysis_2026.tex,2026,analysis,5,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2010.tex,2010,applied,1,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2010.tex,2010,applied,2,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2010.tex,2010,applied,3,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2010.tex,2010,applied,4,THEOREM_DEP,Delta method,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2010.tex,2010,applied,5,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2010.tex,2010,applied,6,THEOREM_DEP,spectral theorem,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2010.tex,2010,applied,7,THEOREM_DEP,"PDF, order statistics",Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2010.tex,2010,applied,8,THEOREM_DEP,CLT,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2010.tex,2010,applied,9,THEOREM_DEP,minimax,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2010.tex,2010,applied,10,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2010.tex,2010,applied,11,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2010.tex,2010,applied,12,STATEMENT_RISK+THEOREM_DEP,counterexample,Keep original statement; add counterexample/missing-hypothesis note and prove corrected intended version.
latex-project/content/split_applied/applied_2011.tex,2011,applied,1,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2011.tex,2011,applied,2,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2011.tex,2011,applied,3,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2011.tex,2011,applied,4,STATEMENT_RISK+THEOREM_DEP,not true,Keep original statement; add counterexample/missing-hypothesis note and prove corrected intended version.
latex-project/content/split_applied/applied_2011.tex,2011,applied,5,THEOREM_DEP,sufficient statistic,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2011.tex,2011,applied,6,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2011.tex,2011,applied,7,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2011.tex,2011,applied,8,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2011.tex,2011,applied,9,THEOREM_DEP,PDF,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2011.tex,2011,applied,10,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2011.tex,2011,applied,11,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2011.tex,2011,applied,12,THEOREM_DEP,complete sufficient,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2012.tex,2012,applied,1,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2012.tex,2012,applied,2,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2012.tex,2012,applied,3,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2012.tex,2012,applied,4,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2012.tex,2012,applied,5,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2012.tex,2012,applied,6,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2012.tex,2012,applied,7,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2012.tex,2012,applied,8,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2012.tex,2012,applied,9,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2013.tex,2013,applied,1,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2013.tex,2013,applied,2,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_applied/applied_2013.tex,2013,applied,3,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_applied/applied_2013.tex,2013,applied,4,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_applied/applied_2013.tex,2013,applied,5,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2013.tex,2013,applied,6,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_applied/applied_2013.tex,2013,applied,7,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_applied/applied_2013.tex,2013,applied,8,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_applied/applied_2013.tex,2013,applied,9,THEOREM_DEP+SOURCE_ALIGN_RISK,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2013.tex,2013,applied,10,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_applied/applied_2013.tex,2013,applied,11,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_applied/applied_2014.tex,2014,applied,1,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2014.tex,2014,applied,2,THEOREM_DEP,Eisenstein,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2014.tex,2014,applied,3,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2014.tex,2014,applied,4,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2014.tex,2014,applied,5,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2014.tex,2014,applied,6,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2014.tex,2014,applied,7,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2014.tex,2014,applied,8,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2014.tex,2014,applied,9,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2014.tex,2014,applied,10,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2015.tex,2015,applied,1,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2015.tex,2015,applied,2,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2015.tex,2015,applied,3,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2015.tex,2015,applied,4,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2015.tex,2015,applied,5,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2015.tex,2015,applied,6,THEOREM_DEP,maximum principle,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2015.tex,2015,applied,7,OK,,No action unless subject reviewer finds a mathematical gap.
latex-project/content/split_applied/applied_2015.tex,2015,applied,8,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2015.tex,2015,applied,9,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2015.tex,2015,applied,10,THEOREM_DEP,,Classify dependency as allowed prerequisite or expand proof/special case if it is the tested point.
latex-project/content/split_applied/applied_2016.tex,2016,applied,1,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_applied/applied_2016.tex,2016,applied,2,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
latex-project/content/split_applied/applied_2016.tex,2016,applied,3,SOURCE_ALIGN_RISK,,Verify against individual/team/year source PDF; do not rewrite if OCR/source is uncertain.
